ticker,exchange,sector
ORA,NYQ,Utilities
PAYC,NYQ,Technology
INGR,NYQ,Consumer Defensive
MTCH,NMS,Communication Services
BEPC,NYQ,Utilities
PSN,NYQ,Technology
PEGA,NMS,Technology
FLR,NYQ,Industrials
MIDD,NMS,Industrials
HESM,NYQ,Energy
PCTY,NMS,Technology
AVTR,NYQ,Healthcare
JHG,NYQ,Financial Services
AAON,NMS,Industrials
OR,NYQ,Basic Materials
WING,NMS,Consumer Cyclical
HQY,NMS,Healthcare
VOYA,NYQ,Financial Services
SMTC,NMS,Technology
MASI,NMS,Healthcare
CWEN,NYQ,Utilities
MHK,NYQ,Consumer Cyclical
TTAN,NMS,Technology
MBLY,NMS,Consumer Cyclical
QRVO,NMS,Technology
AL,NYQ,Industrials
DAR,NYQ,Consumer Defensive
CWAN,NYQ,Technology
AXTA,NYQ,Basic Materials
STAG,NYQ,Real Estate
CRK,NYQ,Energy
FND,NYQ,Consumer Cyclical
BTSG,NMS,Healthcare
DOCS,NYQ,Healthcare
COMP,NYQ,Real Estate
ESI,NYQ,Basic Materials
CAVA,NYQ,Consumer Cyclical
PRMB,NYQ,Consumer Defensive
PCVX,NMS,Healthcare
ESTC,NYQ,Technology
TFPM,NYQ,Basic Materials
VLY,NMS,Financial Services
BIRK,NYQ,Consumer Cyclical
SFM,NMS,Consumer Defensive
ICL,NYQ,Basic Materials
LBRDK,NMS,Communication Services
CHDN,NMS,Consumer Cyclical
EAT,NYQ,Consumer Cyclical
LYFT,NMS,Technology
GKOS,NYQ,Healthcare
SIRI,NMS,Communication Services
RYTM,NGM,Healthcare
ALGM,NMS,Technology
ARW,NYQ,Technology
GPGI,NYQ,Industrials
NOV,NYQ,Energy
STWD,NYQ,Real Estate
BYD,NYQ,Consumer Cyclical
OLLI,NGM,Consumer Defensive
WFRD,NMS,Energy
PATH,NYQ,Technology
PB,NYQ,Financial Services
MAT,NMS,Consumer Cyclical
BRKR,NMS,Healthcare
KVYO,NYQ,Technology
CRUS,NMS,Technology
DBX,NMS,Technology
VNO,NYQ,Real Estate
HXL,NYQ,Industrials
GBCI,NYQ,Financial Services
NICE,NMS,Technology
KEX,NYQ,Industrials
ADT,NYQ,Industrials
KMX,NYQ,Consumer Cyclical
CAI,NMS,Healthcare
OTEX,NMS,Technology
FBIN,NYQ,Industrials
RRR,NMS,Consumer Cyclical
CGNX,NMS,Technology
TKR,NYQ,Industrials
FROG,NMS,Technology
LMND,NYQ,Financial Services
GXO,NYQ,Industrials
FAF,NYQ,Financial Services
LTH,NYQ,Consumer Cyclical
DSGX,NMS,Technology
LOAR,NYQ,Industrials
TXNM,NYQ,Utilities
CWST,NMS,Industrials
SITE,NYQ,Industrials
LW,NYQ,Consumer Defensive
FRO,NYQ,Energy
TRNO,NYQ,Real Estate
URBN,NMS,Consumer Cyclical
EXLS,NMS,Technology
MKTX,NMS,Financial Services
VIST,NYQ,Energy
CIFR,NMS,Financial Services
PONY,NMS,Technology
FNB,NYQ,Financial Services
GPCR,NGM,Healthcare
OTF,NYQ,Financial Services
LEA,NYQ,Consumer Cyclical
MTG,NYQ,Financial Services
GLBE,NMS,Consumer Cyclical
ESNT,NYQ,Financial Services
DUOL,NMS,Technology
MIRM,NGM,Healthcare
SEE,NYQ,Consumer Cyclical
HIMS,NYQ,Healthcare
IBRX,NMS,Healthcare
DLB,NYQ,Industrials
OBDC,NYQ,Financial Services
VSAT,NMS,Technology
MIR,NYQ,Industrials
PTCT,NMS,Healthcare
RITM,NYQ,Real Estate
EPRT,NYQ,Real Estate
HUT,NMS,Financial Services
RGTI,NCM,Technology
RAL,NYQ,Technology
HR,NYQ,Real Estate
TMHC,NYQ,Consumer Cyclical
GTES,NYQ,Industrials
MMYT,NMS,Consumer Cyclical
BXSL,NYQ,Financial Services
MNDY,NMS,Technology
SOBO,NYQ,Energy
THO,NYQ,Consumer Cyclical
UBSI,NMS,Financial Services
ALK,NYQ,Industrials
GTLB,NMS,Technology
NTSK,NMS,Technology
LPX,NYQ,Industrials
KYMR,NGM,Healthcare
TKC,NYQ,Communication Services
OS,NMS,Technology
HWC,NMS,Financial Services
RIOT,NCM,Financial Services
CHRD,NMS,Energy
BIPC,NYQ,Utilities
MAIN,NYQ,Financial Services
HOMB,NYQ,Financial Services
VIAV,NMS,Technology
NE,NYQ,Energy
FLNC,NMS,Utilities
POR,NYQ,Utilities
MRCY,NMS,Industrials
MTDR,NYQ,Energy
CNX,NYQ,Energy
WULF,NCM,Financial Services
ALKS,NMS,Healthcare
MNSO,NYQ,Consumer Cyclical
CORZ,NMS,Technology
WH,NYQ,Consumer Cyclical
AUB,NYQ,Financial Services
OPCH,NMS,Healthcare
KBR,NYQ,Industrials
SLM,NMS,Financial Services
COGT,NMS,Healthcare
BKH,NYQ,Utilities
VNT,NYQ,Technology
FLG,NYQ,Financial Services
FORM,NMS,Technology
OLED,NMS,Technology
BOOT,NYQ,Consumer Cyclical
RDNT,NGM,Healthcare
UUUU,ASE,Energy
RLI,NYQ,Financial Services
SRAD,NMS,Technology
FRMI,NMS,Unknown
POST,NYQ,Consumer Defensive
M,NYQ,Consumer Cyclical
QS,NMS,Consumer Cyclical
OZK,NMS,Financial Services
AUGO,NMS,Basic Materials
MC,NYQ,Financial Services
KD,NYQ,Technology
PACS,NYQ,Healthcare
KRG,NYQ,Real Estate
ACHR,NYQ,Industrials
BFAM,NYQ,Consumer Cyclical
ETSY,NYQ,Consumer Cyclical
BC,NYQ,Consumer Cyclical
IMVT,NMS,Healthcare
FOUR,NYQ,Technology
TDS,NYQ,Communication Services
STUB,NYQ,Communication Services
AROC,NYQ,Energy
MMS,NYQ,Industrials
SHC,NMS,Healthcare
REZI,NYQ,Industrials
CRNX,NMS,Healthcare
PTGX,NGM,Healthcare
AVT,NMS,Technology
BETA,NYQ,Industrials
LAZ,NYQ,Financial Services
WAY,NMS,Healthcare
MAC,NYQ,Real Estate
ELF,NYQ,Consumer Defensive
LEU,NYQ,Energy
RUSHA,NMS,Consumer Cyclical
CELC,NCM,Healthcare
LGN,NMS,Industrials
DOCN,NYQ,Technology
LAUR,NMS,Consumer Defensive
GNTX,NMS,Consumer Cyclical
HRB,NYQ,Consumer Cyclical
ST,NYQ,Technology
AQN,NYQ,Utilities
PECO,NMS,Real Estate
NIQ,NYQ,Unknown
NJR,NYQ,Utilities
IRTC,NMS,Healthcare
MRP,NYQ,Real Estate
SMR,NYQ,Industrials
ATAT,NMS,Consumer Cyclical
CCC,NMS,Technology
OPEN,NMS,Real Estate
CNR,NYQ,Energy
MTH,NYQ,Consumer Cyclical
USAR,NGM,Basic Materials
REYN,NMS,Consumer Cyclical
MGY,NYQ,Energy
CE,NYQ,Basic Materials
NOVT,NMS,Technology
ENPH,NGM,Technology
WIX,NMS,Technology
MMSI,NMS,Healthcare
SGHC,NYQ,Consumer Cyclical
MTN,NYQ,Consumer Cyclical
CRC,NYQ,Energy
PAGP,NMS,Energy
ATMU,NYQ,Consumer Cyclical
CRSP,NGM,Healthcare
CHH,NYQ,Consumer Cyclical
S,NYQ,Technology
EOSE,NCM,Industrials
SON,NYQ,Consumer Cyclical
VSNT,NMS,Communication Services
MSM,NYQ,Industrials
SNDR,NYQ,Industrials
HCC,NYQ,Basic Materials
NSA,NYQ,Real Estate
SAIC,NMS,Technology
TGTX,NCM,Healthcare
SBRA,NMS,Real Estate
IEP,NMS,Energy
BBAR,NYQ,Financial Services
SSRM,NMS,Basic Materials
SLGN,NYQ,Consumer Cyclical
TFX,NYQ,Healthcare
EBC,NMS,Financial Services
ANF,NYQ,Consumer Cyclical
CROX,NMS,Consumer Cyclical
TMDX,NGM,Healthcare
ZETA,NYQ,Technology
WPP,NYQ,Communication Services
FFIN,NMS,Financial Services
BLSH,NYQ,Technology
LNTH,NGM,Healthcare
SSL,NYQ,Basic Materials
ITRI,NMS,Technology
ASB,NYQ,Financial Services
SRRK,NMS,Healthcare
TNL,NYQ,Consumer Cyclical
ECG,NYQ,Industrials
ALHC,NMS,Healthcare
NMRK,NMS,Real Estate
BBWI,NYQ,Consumer Cyclical
LIF,NMS,Technology
WHR,NYQ,Consumer Cyclical
FOLD,NGM,Healthcare
ALH,NYQ,Consumer Cyclical
APGE,NGM,Healthcare
ACIW,NMS,Technology
RDN,NYQ,Financial Services
TREX,NYQ,Industrials
SKY,NYQ,Consumer Cyclical
INDV,NMS,Healthcare
RUN,NMS,Technology
YOU,NYQ,Technology
ONDS,NCM,Technology
VSCO,NYQ,Consumer Cyclical
GPK,NYQ,Consumer Cyclical
HASI,NYQ,Financial Services
BILL,NYQ,Technology
BGC,NMS,Financial Services
STNE,NMS,Technology
FTDR,NMS,Consumer Cyclical
CZR,NMS,Consumer Cyclical
CGON,NMS,Healthcare
AMRX,NMS,Healthcare
MUR,NYQ,Energy
BTU,NYQ,Energy
ACAD,NMS,Healthcare
YSS,NYQ,Industrials
CUZ,NYQ,Real Estate
MWA,NYQ,Industrials
CENX,NMS,Basic Materials
MDU,NYQ,Utilities
CORT,NCM,Healthcare
UCB,NYQ,Financial Services
NWE,NMS,Utilities
VVV,NYQ,Consumer Cyclical
TPC,NYQ,Industrials
PI,NMS,Technology
GLNG,NMS,Energy
FHI,NYQ,Financial Services
OSCR,NYQ,Healthcare
EPR,NYQ,Real Estate
ADMA,NGM,Healthcare
KRC,NYQ,Real Estate
VAL,NYQ,Energy
INTR,NMS,Financial Services
IRT,NYQ,Real Estate
CNO,NYQ,Financial Services
OUT,NYQ,Real Estate
RSI,NYQ,Consumer Cyclical
CAR,NMS,Industrials
SIMO,NMS,Technology
KC,NMS,Technology
FLY,NGM,Industrials
TBBB,NYQ,Consumer Defensive
LBRT,NYQ,Energy
VISN,NMS,Technology
CALM,NMS,Consumer Defensive
HGV,NYQ,Consumer Cyclical
FG,NYQ,Financial Services
DLO,NMS,Technology
SEI,NYQ,Energy
AEO,NYQ,Consumer Cyclical
ACLX,NMS,Healthcare
TFSL,NMS,Financial Services
AAUC,NYQ,Basic Materials
NVST,NYQ,Healthcare
PBF,NYQ,Energy
WHD,NYQ,Energy
PRM,NYQ,Basic Materials
CMBT,NYQ,Energy
FSK,NYQ,Financial Services
HSAI,NMS,Consumer Cyclical
QTWO,NYQ,Technology
DNP,NYQ,Financial Services
HPP,NYQ,Real Estate
CBT,NYQ,Basic Materials
UPST,NMS,Financial Services
GRAL,NMS,Healthcare
CWK,NYQ,Real Estate
KNF,NYQ,Basic Materials
LBTYA,NMS,Communication Services
TAC,NYQ,Utilities
SHAK,NYQ,Consumer Cyclical
CVLT,NMS,Technology
SIG,NYQ,Consumer Cyclical
ACMR,NGM,Technology
LBTYK,NMS,Communication Services
TERN,NMS,Healthcare
ATGE,NYQ,Consumer Defensive
SKT,NYQ,Real Estate
TEX,NYQ,Industrials
RH,NYQ,Consumer Cyclical
KBH,NYQ,Consumer Cyclical
SMG,NYQ,Basic Materials
FULT,NMS,Financial Services
YETI,NYQ,Consumer Cyclical
LRN,NYQ,Consumer Defensive
RYN,NYQ,Real Estate
LQDA,NCM,Healthcare
ASO,NMS,Consumer Cyclical
BHF,NMS,Financial Services
BNL,NYQ,Real Estate
FIBK,NMS,Financial Services
WSC,NCM,Industrials
GTX,NMS,Consumer Cyclical
CNTA,NMS,Healthcare
BOX,NYQ,Technology
GBTG,NYQ,Consumer Cyclical
KGS,NYQ,Energy
CLBT,NMS,Technology
MARA,NCM,Financial Services
PII,NYQ,Consumer Cyclical
LCID,NMS,Consumer Cyclical
LIVN,NMS,Healthcare
RNST,NYQ,Financial Services
DJT,NGM,Communication Services
BKU,NYQ,Financial Services
BKD,NYQ,Healthcare
MIAX,NYQ,Financial Services
NG,ASE,Basic Materials
CDP,NYQ,Real Estate
SOUN,NGM,Technology
COLD,NYQ,Real Estate
TMC,NMS,Basic Materials
NAMS,NGM,Healthcare
GBDC,NMS,Financial Services
BULL,NCM,Technology
RHI,NYQ,Industrials
VRNS,NMS,Technology
HAYW,NYQ,Industrials
FBP,NYQ,Financial Services
ERO,NYQ,Basic Materials
NEA,NYQ,Financial Services
SKE,NYQ,Basic Materials
HP,NYQ,Energy
SPHR,NYQ,Communication Services
GNW,NYQ,Financial Services
SLG,NYQ,Real Estate
FRPT,NGM,Consumer Defensive
DNLI,NMS,Healthcare
HNI,NYQ,Consumer Cyclical
CGAU,NYQ,Basic Materials
SPSC,NMS,Technology
DAN,NYQ,Consumer Cyclical
HTGC,NYQ,Financial Services
AVA,NYQ,Utilities
PAY,NYQ,Technology
KTB,NYQ,Consumer Cyclical
MCHB,NMS,Financial Services
AVNT,NYQ,Basic Materials
BFH,NYQ,Financial Services
BXMT,NYQ,Real Estate
STNG,NYQ,Energy
FHB,NMS,Financial Services
PAGS,NYQ,Technology
VKTX,NCM,Healthcare
SBCF,NMS,Financial Services
ERAS,NMS,Healthcare
PPTA,NCM,Basic Materials
LEGN,NMS,Healthcare
PCH,NMS,Real Estate
SYNA,NMS,Technology
CARG,NMS,Consumer Cyclical
EXK,NYQ,Basic Materials
HAE,NYQ,Healthcare
CRGY,NYQ,Energy
OPLN,NYQ,Consumer Cyclical
SHOO,NMS,Consumer Cyclical
XENE,NGM,Healthcare
VRDN,NCM,Healthcare
FRSH,NMS,Technology
CSTM,NYQ,Basic Materials
REVG,NYQ,Industrials
WRBY,NYQ,Healthcare
ARQT,NMS,Healthcare
BANC,NYQ,Financial Services
HYMC,NCM,Basic Materials
TDW,NYQ,Energy
TGNA,NYQ,Communication Services
VRRM,NCM,Technology
HAFN,NYQ,Industrials
VERA,NGM,Healthcare
ALMS,NMS,Healthcare
EEFT,NMS,Technology
ITGR,NYQ,Healthcare
COCO,NMS,Consumer Defensive
BTDR,NCM,Technology
ARX,NYQ,Financial Services
CLSK,NCM,Financial Services
COLM,NMS,Consumer Cyclical
WU,NYQ,Financial Services
MPW,NYQ,Real Estate
OII,NYQ,Energy
SA,NYQ,Basic Materials
VCYT,NGM,Healthcare
FSM,NYQ,Basic Materials
FFBC,NMS,Financial Services
DBRG,NYQ,Financial Services
KLIC,NMS,Technology
PVH,NYQ,Consumer Cyclical
CPRX,NCM,Healthcare
EWTX,NMS,Healthcare
AAOI,NGM,Technology
BRBR,NYQ,Consumer Defensive
EXG,NYQ,Financial Services
IAC,NMS,Communication Services
CALX,NYQ,Technology
VERX,NGM,Technology
INSW,NYQ,Energy
GLOB,NYQ,Technology
DYN,NMS,Healthcare
SFNC,NMS,Financial Services
LXP,NYQ,Real Estate
XMTR,NMS,Industrials
IRON,NGM,Healthcare
TPH,NYQ,Consumer Cyclical
HUBG,NMS,Industrials
JPC,NYQ,Financial Services
CXT,NYQ,Industrials
PTEN,NMS,Energy
HIW,NYQ,Real Estate
ALM,NCM,Basic Materials
PFS,NYQ,Financial Services
CAKE,NMS,Consumer Cyclical
BKV,NYQ,Energy
AAP,NYQ,Consumer Cyclical
MRX,NMS,Financial Services
BL,NMS,Technology
APLS,NMS,Healthcare
PRVA,NMS,Healthcare
NAVN,NMS,Technology
CON,NYQ,Healthcare
VNET,NMS,Technology
AKR,NYQ,Real Estate
ADPT,NMS,Healthcare
NAD,NYQ,Financial Services
IDYA,NMS,Healthcare
DNOW,NYQ,Industrials
ABM,NYQ,Industrials
MH,NYQ,Consumer Defensive
BEAM,NMS,Healthcare
WRD,NGM,Technology
ASH,NYQ,Basic Materials
WGS,NMS,Healthcare
CNK,NYQ,Communication Services
TVTX,NGM,Healthcare
INTA,NMS,Technology
DX,NYQ,Real Estate
RELY,NMS,Technology
SUPN,NGM,Healthcare
SUNC,NYQ,Energy
APLE,NYQ,Real Estate
AMBA,NMS,Technology
LFST,NMS,Healthcare
CTRI,NYQ,Utilities
HNGE,NYQ,Healthcare
NVG,NYQ,Financial Services
TARS,NMS,Healthcare
TBBK,NMS,Financial Services
PTRN,NMS,Technology
LION,NYQ,Unknown
VSH,NYQ,Technology
ACLS,NMS,Technology
BRSL,NYQ,Consumer Cyclical
IMNM,NCM,Healthcare
LUNR,NGM,Industrials
ATRO,NMS,Industrials
TDC,NYQ,Technology
GT,NMS,Consumer Cyclical
CPRI,NYQ,Consumer Cyclical
IHS,NYQ,Real Estate
CVBF,NMS,Financial Services
TENB,NMS,Technology
UPWK,NMS,Communication Services
UA,NYQ,Consumer Cyclical
ZIM,NYQ,Industrials
HE,NYQ,Utilities
CALY,NYQ,Consumer Cyclical
XXI,NYQ,Financial Services
UE,NYQ,Real Estate
SBLK,NMS,Industrials
KMT,NYQ,Industrials
KYIV,NMS,Communication Services
KNTK,NYQ,Energy
UAA,NYQ,Consumer Cyclical
FCPT,NYQ,Real Estate
WB,NMS,Communication Services
BWIN,NMS,Financial Services
RCUS,NYQ,Healthcare
POWI,NMS,Technology
GTM,NMS,Technology
TXG,NMS,Healthcare
CURB,NYQ,Real Estate
GOF,NYQ,Financial Services
HTFL,NMS,Healthcare
TWST,NMS,Healthcare
DXC,NYQ,Technology
AVPT,NMS,Technology
TRMD,NMS,Energy
PTY,NYQ,Financial Services
WAFD,NMS,Financial Services
ANDG,NYQ,Consumer Cyclical
XRAY,NMS,Healthcare
SYRE,NMS,Healthcare
IE,ASE,Basic Materials
KMPR,NYQ,Financial Services
NCNO,NMS,Technology
ETOR,NMS,Financial Services
MLYS,NMS,Healthcare
NOG,NYQ,Energy
ASAN,NYQ,Technology
BKE,NYQ,Consumer Cyclical
FLO,NYQ,Consumer Defensive
NZF,NYQ,Financial Services
HOG,NYQ,Consumer Cyclical
WVE,NGM,Healthcare
SDRL,NYQ,Energy
RXO,NYQ,Industrials
SPNT,NYQ,Financial Services
BBT,NYQ,Financial Services
OLN,NYQ,Basic Materials
MLCO,NMS,Consumer Cyclical
OI,NYQ,Consumer Cyclical
FA,NMS,Industrials
BRZE,NMS,Technology
CIVI,NYQ,Energy
PTON,NMS,Consumer Cyclical
PICS,NMS,Technology
PAX,NMS,Financial Services
CNXC,NMS,Technology
TRN,NYQ,Industrials
RARE,NMS,Healthcare
LASR,NMS,Technology
BBAI,NYQ,Technology
DNTH,NCM,Healthcare
DHT,NYQ,Energy
PAYO,NGM,Technology
CVI,NYQ,Energy
ASGN,NYQ,Technology
IVT,NYQ,Real Estate
WT,NYQ,Financial Services
CSGS,NMS,Technology
UNFI,NYQ,Consumer Defensive
GEO,NYQ,Industrials
HI,NYQ,Industrials
CC,NYQ,Basic Materials
INSP,NYQ,Healthcare
RNG,NYQ,Technology
TIC,NYQ,Industrials
SM,NYQ,Energy
ALKT,NMS,Technology
NEOG,NMS,Healthcare
OGN,NYQ,Healthcare
DAVE,NGM,Technology
ZGN,NYQ,Consumer Cyclical
ATEC,NMS,Healthcare
PK,NYQ,Real Estate
CHA,NMS,Consumer Cyclical
GRND,NYQ,Technology
SLDE,NMS,Financial Services
SEZL,NCM,Financial Services
QFIN,NMS,Financial Services
DEI,NYQ,Real Estate
CBZ,NYQ,Industrials
SRPT,NMS,Healthcare
BHC,NYQ,Healthcare
BUR,NYQ,Financial Services
GCMG,NGM,Financial Services
AVDL,NGM,Healthcare
IRDM,NMS,Communication Services
HRMY,NGM,Healthcare
GNL,NYQ,Real Estate
EYE,NMS,Consumer Cyclical
TALO,NYQ,Energy
KN,NYQ,Technology
PRDO,NMS,Consumer Defensive
MGNI,NMS,Communication Services
QUBT,NCM,Technology
GENI,NYQ,Communication Services
PRKS,NYQ,Consumer Cyclical
SLNO,NCM,Healthcare
APPN,NGM,Technology
OLMA,NMS,Healthcare
PGNY,NMS,Healthcare
WERN,NMS,Industrials
PLAB,NMS,Technology
CMRE,NYQ,Industrials
OSW,NCM,Consumer Cyclical
PWP,NMS,Financial Services
NTCT,NMS,Technology
UNIT,NMS,Real Estate
CXW,NYQ,Industrials
NESR,NCM,Energy
UCTT,NMS,Technology
ADEA,NMS,Technology
ESTA,NCM,Healthcare
NVTS,NGM,Technology
RNW,NMS,Utilities
FMC,NYQ,Basic Materials
RVLV,NYQ,Consumer Cyclical
ESRT,NYQ,Real Estate
KSS,NYQ,Consumer Cyclical
ARR,NYQ,Real Estate
EXTR,NMS,Technology
PRGO,NYQ,Healthcare
LC,NYQ,Financial Services
OCUL,NGM,Healthcare
CLMT,NMS,Basic Materials
RDW,NYQ,Industrials
AESI,NYQ,Energy
NN,NCM,Technology
RUM,NGM,Communication Services
PDO,NYQ,Financial Services
SGRY,NMS,Healthcare
PARR,NYQ,Energy
AUPH,NGM,Healthcare
NOMD,NYQ,Consumer Defensive
NUV,NYQ,Financial Services
ODD,NGM,Consumer Defensive
VECO,NMS,Technology
NWBI,NMS,Financial Services
GAB,NYQ,Financial Services
HUN,NYQ,Basic Materials
VAC,NYQ,Consumer Cyclical
IMAX,NYQ,Communication Services
DRH,NMS,Real Estate
PENN,NMS,Consumer Cyclical
FCF,NYQ,Financial Services
ARDX,NGM,Healthcare
SEM,NYQ,Healthcare
MD,NYQ,Healthcare
HLMN,NGM,Industrials
SEDG,NMS,Technology
XPRO,NYQ,Energy
QDEL,NMS,Healthcare
ZLAB,NGM,Healthcare
ATRC,NGM,Healthcare
FUN,NYQ,Consumer Cyclical
VCEL,NGM,Healthcare
DVAX,NMS,Healthcare
MCW,NMS,Consumer Cyclical
VOYG,NYQ,Industrials
NTST,NYQ,Real Estate
NUVB,NYQ,Healthcare
PBI,NYQ,Industrials
SEMR,NYQ,Technology
AZTA,NMS,Healthcare
USA,NYQ,Financial Services
SMPL,NCM,Consumer Defensive
HLF,NYQ,Consumer Defensive
FIGS,NYQ,Consumer Cyclical
DK,NYQ,Energy
MNKD,NGM,Healthcare
DV,NYQ,Communication Services
TE,NYQ,Industrials
INOD,NGM,Technology
SNDX,NMS,Healthcare
PRGS,NMS,Technology
NAC,NYQ,Financial Services
AVAH,NMS,Healthcare
JAMF,NMS,Technology
AXGN,NCM,Healthcare
SBET,NCM,Communication Services
SMA,NYQ,Real Estate
SONO,NMS,Technology
CRVS,NGM,Healthcare
STOK,NMS,Healthcare
ARRY,NGM,Technology
YELP,NYQ,Communication Services
ARCO,NYQ,Consumer Cyclical
PCT,NCM,Industrials
ZYME,NMS,Healthcare
REAL,NMS,Consumer Cyclical
NRIX,NGM,Healthcare
MAN,NYQ,Industrials
VRE,NYQ,Real Estate
UPB,NMS,Healthcare
ALVO,NGM,Healthcare
RAPT,NGM,Healthcare
NEXA,NYQ,Basic Materials
SHO,NYQ,Real Estate
DQ,NYQ,Technology
ORKA,NGM,Healthcare
AMRC,NYQ,Industrials
MBX,NMS,Healthcare
PSIX,NCM,Industrials
KDK,NGM,Technology
ADNT,NYQ,Consumer Cyclical
TYRA,NMS,Healthcare
RQI,NYQ,Financial Services
WLY,NYQ,Communication Services
DFTX,NMS,Healthcare
JMIA,NYQ,Consumer Cyclical
CLDX,NCM,Healthcare
ABR,NYQ,Real Estate
BCRX,NMS,Healthcare
AMPX,NYQ,Industrials
SVV,NYQ,Consumer Cyclical
PRCT,NGM,Healthcare
RCAT,NCM,Industrials
NSP,NYQ,Industrials
LZ,NMS,Industrials
EFC,NYQ,Real Estate
AGIO,NMS,Healthcare
RAMP,NYQ,Technology
LEG,NYQ,Consumer Cyclical
SHLS,NGM,Technology
CXM,NYQ,Technology
ELVN,NMS,Healthcare
BHVN,NYQ,Healthcare
AMLX,NMS,Healthcare
ZD,NMS,Communication Services
GLUE,NMS,Healthcare
TNGX,NGM,Healthcare
BTGO,NYQ,Financial Services
NEO,NCM,Healthcare
PGY,NCM,Technology
LILAK,NMS,Communication Services
STGW,NMS,Communication Services
TRIP,NMS,Consumer Cyclical
FTRE,NMS,Healthcare
CRML,NGM,Basic Materials
AI,NYQ,Technology
FLYW,NMS,Technology
BCAT,NYQ,Financial Services
SKYT,NCM,Technology
MBC,NYQ,Consumer Cyclical
HOPE,NMS,Financial Services
UTI,NYQ,Consumer Defensive
NVRI,NYQ,Industrials
TTI,NYQ,Industrials
NTLA,NGM,Healthcare
TIGR,NMS,Financial Services
HROW,NGM,Healthcare
DOLE,NYQ,Consumer Defensive
ALEX,NYQ,Real Estate
GCT,NGM,Technology
ARI,NYQ,Real Estate
LZB,NYQ,Consumer Cyclical
MXL,NMS,Technology
XHR,NYQ,Real Estate
ENR,NYQ,Industrials
SBH,NYQ,Consumer Cyclical
INVA,NMS,Healthcare
WKC,NYQ,Energy
VET,NYQ,Energy
NNE,NCM,Industrials
WEN,NMS,Consumer Cyclical
BVC,NCM,Technology
GLIBK,NMS,Communication Services
LSPD,NYQ,Technology
RES,NYQ,Energy
WTTR,NYQ,Energy
WWW,NYQ,Consumer Cyclical
COLL,NMS,Healthcare
KRP,NYQ,Energy
HYT,NYQ,Financial Services
ENVX,NMS,Industrials
NVAX,NMS,Healthcare
ARHS,NMS,Consumer Cyclical
EXPI,NGM,Real Estate
CTOS,NYQ,Industrials
MUX,NYQ,Basic Materials
ORC,NYQ,Real Estate
BTX,NYQ,Financial Services
AMSC,NMS,Industrials
HIMX,NMS,Technology
ACVA,NYQ,Consumer Cyclical
QURE,NMS,Healthcare
TRS,NMS,Consumer Cyclical
GILT,NMS,Technology
DHC,NMS,Real Estate
MSDL,NYQ,Financial Services
SOC,NYQ,Energy
NEXT,NCM,Energy
PUMP,NYQ,Energy
CERT,NMS,Healthcare
LADR,NYQ,Real Estate
KOD,NGM,Healthcare
NVCR,NMS,Healthcare
FSLY,NMS,Technology
FIVN,NGM,Technology
MLKN,NMS,Consumer Cyclical
VYX,NYQ,Technology
HCSG,NMS,Healthcare
AHCO,NCM,Healthcare
KW,NYQ,Real Estate
PEB,NYQ,Real Estate
TNDM,NGM,Healthcare
CSWC,NMS,Financial Services
ARLO,NYQ,Industrials
TRVI,NGM,Healthcare
COHU,NMS,Technology
UMH,NYQ,Real Estate
RLAY,NGM,Healthcare
ANAB,NMS,Healthcare
JKS,NYQ,Technology
DSL,NYQ,Financial Services
EZPW,NMS,Financial Services
RERE,NYQ,Consumer Cyclical
WLTH,NMS,Technology
METC,NMS,Basic Materials
CSIQ,NMS,Technology
IMTX,NCM,Healthcare
GOLD,NYQ,Financial Services
VITL,NGM,Consumer Defensive
TRIN,NMS,Financial Services
FINV,NYQ,Financial Services
JFR,NYQ,Financial Services
BV,NYQ,Industrials
LPG,NYQ,Energy
CRI,NYQ,Consumer Cyclical
ENOV,NYQ,Healthcare
ATEN,NYQ,Technology
AGRO,NYQ,Consumer Defensive
OUST,NMS,Technology
THS,NYQ,Consumer Defensive
AMPL,NCM,Technology
XERS,NMS,Healthcare
ACHC,NMS,Healthcare
ECVT,NYQ,Basic Materials
DEA,NYQ,Real Estate
FSCO,NYQ,Financial Services
SGML,NCM,Basic Materials
CCOI,NMS,Communication Services
TWO,NYQ,Real Estate
CAPR,NCM,Healthcare
CNMD,NYQ,Healthcare
PX,NYQ,Financial Services
GOOS,NYQ,Consumer Cyclical
OXLC,NGM,Financial Services
SFL,NYQ,Industrials
ARDT,NYQ,Healthcare
HLX,NYQ,Energy
NPKI,NYQ,Energy
LMRI,NMS,Healthcare
PZZA,NMS,Consumer Cyclical
DAWN,NMS,Healthcare
ASTH,NCM,Healthcare
CMPX,NCM,Healthcare
NABL,NYQ,Technology
SUPV,NYQ,Financial Services
RLJ,NYQ,Real Estate
EYPT,NGM,Healthcare
VLRS,NYQ,Industrials
OPRA,NMS,Communication Services
MLTX,NCM,Healthcare
HLIT,NMS,Technology
SVRA,NMS,Healthcare
MOMO,NMS,Communication Services
UPBD,NMS,Technology
CDNA,NGM,Healthcare
LAR,NYQ,Basic Materials
OCSL,NMS,Financial Services
EVLV,NCM,Industrials
JBGS,NYQ,Real Estate
OCFC,NMS,Financial Services
GSBD,NYQ,Financial Services
BW,NYQ,Industrials
PHAT,NMS,Healthcare
INMD,NMS,Healthcare
PAR,NYQ,Technology
AKTS,NMS,Healthcare
